post_title,ID,post_content,post_excerpt,post_date,post_name,post_author,post_status,featured_image,post_format,comment_status,ping_status,pinged,post_parent,menu_order,acf_caption,acf_alt_text,acf_description,acf_file_name,acf_title,related_data_providers,related_use_cases,categories,logo,rate,question,title,meta_desc
Clarivate Analytics,10984.0,"Clarivate shares trusted insights and analytics to increase the pace of innovation. Their primary vision is to improve how the world creates, protects and advances innovation. They are here to help customers turn their ideas into reality.","Clarivate is a data provider from the US, it provides innovation information and insight for people to turn them into reality.",2020-11-17 22:11:45,clarivate-analytics,datahunters,publish,https://www.data-hunters.com/data_provider/clarivate-analytics/,,closed,closed,,0.0,0.0,,,,,,"PatSnap,PatentSight,Yewno,IPqwery,Zirra",,Legal and IP Data,,,,Clarivate Analytics,"Clarivate is a data provider from the US, it provides innovation information and insight for people to turn them into reality."
Class y Asociados S.A. Clasificadora de Riesgo,10988.0,Class y Asociados S.A. Clasificadora de Riesgo provides credit rating and company data covering all economic and financial sectors. They focus on finance and insurance sectors in Peru.,Class y Asociados S.A. Clasificadora de Riesgo provides company credit rating data to financial and insurance institutions in Peru,2020-11-17 22:11:47,class-y-asociados-s-a-clasificadora-de-riesgo,datahunters,publish,https://www.data-hunters.com/data_provider/class-y-asociados-s-a-clasificadora-de-riesgo/,,closed,closed,,0.0,0.0,,,,,,,,,,,,Class y Asociados S.A. Clasificadora de Riesgo,Class y Asociados S.A. Clasificadora de Riesgo provides company credit rating data to financial and insurance institutions in Peru
ClassAction.org,10992.0,"ClassAction.org consists of a group of online professionals who willingly share bad corporate performance data. Additionally, they provide consumers with tools they can use to defend themselves legally.",ClassAction.org consists of negative corporate performance data as well as tools to help customers defend themselves in court,2020-11-17 22:11:48,classaction-org,datahunters,publish,https://www.data-hunters.com/data_provider/classaction-org/,,closed,closed,,0.0,0.0,,,,,,,,,,,,ClassAction.org,ClassAction.org consists of negative corporate performance data as well as tools to help customers defend themselves in court
Clearbit,10996.0,"Clearbit is a marketing data provider for customers to interact with one another. Thety assist businesses escalate by providing their tools that can help them understand their customers, identify expectation for the future, and thet also personalize every marketing and sales interaction.","Clearbit is a data provider from the US, it provides a marketing engine to deliver data to businesses so they can understand their customers and increase their sales.",2020-11-17 22:12:00,clearbit,datahunters,publish,https://www.data-hunters.com/data_provider/clearbit/,,closed,closed,,0.0,0.0,,,,,,"Peachtree Data,HG Insights,Everstring",,"B2B Data,Firmographic Data,Technographics Data,Company Data,B2B Data",,,,Clearbit,"Clearbit is a data provider from the US, it provides a marketing engine to deliver data to businesses so they can understand their customers and increase their sales."
Clickagy,11000.0,"Clickagy is a 3rd party data provider for digital marketing and analytics. Leveraging proprietary cutting-edge artificial intelligence, Clickagy brings new audience visibility to business intelligence and advertising.","Clickagy is a data provider from the US, it provides artificial intelligence online marketing targeting advertisers and business that provide intelligence solutions.",2020-11-17 22:12:02,clickagy,datahunters,publish,https://www.data-hunters.com/data_provider/clickagy/,,closed,closed,,0.0,0.0,,,,,,"AnalyticsIQ,Mobilewalla,Connexity,travel audience,Ranker,Gimbal",,"Demographic Data,Economic Data,,Marketing Attribution Data,Individual Data,,Psychographics Data,,",,,,Clickagy,"Clickagy is a data provider from the US, it provides artificial intelligence online marketing targeting advertisers and business that provide intelligence solutions."
Clickback,11004.0,Clickback is a cloud based company with the intention of helping B2B companies increase their lead growth. They help C-level professional and thousands of marketers around the world.,"Clickback is a data provider from the US, it provides a cloud based software to help marketers and businesses increase their leads and make more sales.",2020-11-17 22:12:02,clickback,datahunters,publish,https://www.data-hunters.com/data_provider/clickback/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Thomson Data,DataCaptive",,"B2B Data,B2B Data",,,,Clickback,"Clickback is a data provider from the US, it provides a cloud based software to help marketers and businesses increase their leads and make more sales."
Clicksco,11008.0,"Clicksco provides marketing solutions to an array of brands, media publishers and agencies, all who highly trust Clicksco. They draw on ten years of AI experience to provide actionable customer intent and behavior data around the world.","Clicksco uses customer behavior and intent data to provide marketing intelligence to brands, agencies, and publishes from across the world. They are headquartered in Dubai.",2020-11-17 22:12:03,clicksco,datahunters,publish,https://www.data-hunters.com/data_provider/clicksco/,,closed,closed,,0.0,0.0,,,,,,"AnalyticsIQ,PushSpring,Stirista,Clickagy,Epsilon,Gimbal,Grapeshot",,"Marketing Attribution Data,Individual Data",,,,Clicksco,"Clicksco uses customer behavior and intent data to provide marketing intelligence to brands, agencies, and publishes from across the world"
Cliently,11012.0,"Cliently is an international company. They have experience in sales, marketing, and development—in particular, with lead generation.In addition to solving challenges that customers face, Cliently enjoys helping them grow their business online.","Cliently provides business sales, marketing, and development data and assistance. They are particularly good at lead generation",2020-11-17 22:12:04,cliently,datahunters,publish,https://www.data-hunters.com/data_provider/cliently/,,closed,closed,,0.0,0.0,,,,,,"Blue Mail Media,Thomson Data,DataCaptive",,"B2B Data,B2B Data",,,,Cliently,"Cliently provides business sales, marketing, and development data and assistance. They are particularly good at lead generation"
Climacell,11016.0,Climacell is a provides actionable weather insights around the world. Their mission is to provide weather information and insights to people and organizations to help them solve any weather challenge.,"Climacell is a data provider from the US, it provides weather information and insights to a wide range of companies and industries.",2020-11-17 22:12:05,climacell,datahunters,publish,https://www.data-hunters.com/data_provider/climacell/,,closed,closed,,0.0,0.0,,,,,,"Weather Source,World Climate Service,CropProphet,Planet OS",,"Climate and Weather Data,Climate and Weather Data",,,,Climacell,"Climacell is a data provider from the US, it provides weather information and insights to a wide range of companies and industries."
Climate FieldView,11020.0,"Climate fieldview is a climate and farming corporation that gives farmers the access to tools that support decisions to help them optomize their return from every single sweat. They are dedicated to building technologies that transform field data into meaningful insights that can definitely help farmers enhance earnings potential, improve efficiency, and balance their risk.","Climate fieldview is a data provider from the US, it provides weather insights and information to farmer/climate corporations.",2020-11-17 22:12:06,climate-fieldview,datahunters,publish,https://www.data-hunters.com/data_provider/climate-fieldview/,,closed,closed,,0.0,0.0,,,,,,"Planet OS,HazardHub,Planet",,"Satellite Data,Climate and Weather Data",,,,Climate FieldView,"Climate fieldview is a data provider from the US, it provides weather insights and information to farmer/climate corporations."
