,post_title,use_case,data_category,related_data_sets,data_provider
663,BuzzSumo Competitor Intelligence,,,,BuzzSumo
664,BuzzSumo Content Strategy,,,,BuzzSumo
665,BuzzSumo Crisis Alerting,,,,BuzzSumo
666,ByPath Sales Intelligence,,,,ByPath
667,Caci CORIAN Family of Systems,,,,CACI
668,CACI FeatureTrace,,,,CACI
669,CACI Intelligence Systems Support,,,,CACI
670,CACI Investors,,,,CACI
671,CACI Space Operations and Resiliency,,,,CACI
672,CACI Talent Management,,,,CACI
673,Caddle Caddle App,,,,Caddle
674,Caddle Data Strategy On Demand,,,,Caddle
675,CafeMedia Ad Management (CAM),,,,CafeMedia
676,CafeMedia AdThrive,,,,
677,Calcbench Compare Multiple Companies,,,,Calcbench
678,Calcbench Excel Add-ins,,,,Calcbench
679,Cambridge Financial Information Cross-Asset Derivative Valuations,,,,Cambridge Financial Information Services
680,Cambridge Financial Information Services Market and Counterparty Credit Risk,,,,Cambridge Financial Information Services
681,Cambridge Financial Information Services Valuations and Risk Monitoring,,,,Cambridge Financial Information Services
682,Camerdata BBDD Empresas Españolas,,,,Camerdata
683,Camerdata Productos Personalizados,,,,Camerdata
684,Capella Space Capella's SAR satellite,,,,Capella Space
685,Capital Intelligence Ratings Ci Ratings Bank Rating Reports,,,,Capital Intelligence Ratings Ci Ratings
686,Capital Intelligence Ratings Ci Ratings Corporate Rating Reports,,,,Capital Intelligence Ratings Ci Ratings
687,Capital Intelligence Ratings Ci Ratings Insurance Rating Reports,,,,Capital Intelligence Ratings Ci Ratings
688,Capital Standards Ratings,,,,Capital Standards
689,Capitaline Capitaline Plus,,,,Capitaline
690,Capitaline Capitaline TP,,,,Capitaline
691,Cardlytics for Banks,,,,Cardlytics
692,Cardlytics for Marketers,,,,Cardlytics
693,CARE Credit Analysis Research EQUIGRADE,,,,CARE Credit Analysis Research
694,CARE Credit Analysis Research Real Estate Star Rating,,,,CARE Credit Analysis Research
695,Careerbuilder Careerbuilder Search Platform,,,,Careerbuilder
696,Caretta Investing,,,,Caretta
697,CargoMetrics Algorithmic Methodology,,,,CargoMetrics
698,CargoMetrics Global Cargo System,,,,CargoMetrics
699,CargoMetrics State-of-the-art Architecture,,,,CargoMetrics
700,Caribbean Information Credit Rating Services Industry Research,,,,Caribbean Information Credit Rating Services
701,Caribbean Information Credit Rating Services Private Credit Assessment,,,,Caribbean Information Credit Rating Services
702,Caribbean Information Credit Rating Services SME Ratings,,,,Caribbean Information Credit Rating Services
703,Cartegie Aware,,,,Cartegie
704,Cartegie Map,,,,Cartegie
705,Carto Catastrophe Modeling,,,,Carto
706,Carto Geomarketing,,,,Carto
707,Catalist Data Visualization and Reporting,,,,Catalist
708,Catalist Toolkit,,,,Catalist
709,CB Insights Business Relationships,,,,CB Insights
710,CB Insights Company Mosaic,,,,CB Insights
711,CBI Information Inc Cloud Security,,,,CBI Information Inc
712,CBI Information Inc Infrastructure,,,,CBI Information Inc
713,Cbonds Bond Market Seach,,,,Cbonds
714,CBRE Hana for Occupiers,,,,CBRE
715,CBRE Hana for Owners,,,,CBRE
716,Cedro Technologies Data Engine,,,,Cedro Technologies
717,Cedro Technologies People,,,,Cedro Technologies
718,Ceic Data Global Databases,,,,Ceic Data
719,Ceic Data World Trend Plus,,,,Ceic Data
720,CentralAmericaData Business Intelligence & Market Reports,,,,
721,CentralAmericaData Central America Consumer Profile,,,,
722,CentralAmericaData Companies,,,,
723,CentralAmericaData Construction Projects,,,,
724,CentralAmericaData Government Purchases,,,,
725,CentralAmericaData Industry Data,,,,CentralAmericaData
726,CEO Contact Data - Reach 20M+ Chief Executive Officers Across the Globe Without any Hassle,,,,Blue Mail Media
727,CEO Contact Data - Reach CEOs Across the Globe - Thomson Data,,,,Thomson Data
728,Cerved Group Credit Consulting,,,,Cerved Group
729,Cerved Group Data Providing,,,,Cerved Group
730,Cglytics Data feeds,,,,Cglytics
731,Cglytics Equity Compensation Model,,,,Cglytics
732,Change Creator Digital Magazine,,,,Change Creator
733,ChannelIQ by AnalyticsIQ - Consumer Marketing Data USA - 241M Individuals,,,,AnalyticsIQ
734,ChargePoint Commerical Chargers,,,,ChargePoint
735,ChargePoint Residential Chargers,,,,ChargePoint
736,CharityCAN Donor Screening,,,,CharityCAN
737,CharityCAN Prospect Research Software,,,,CharityCAN
738,CharityIQ by AnalyticsIQ - Consumer Donation Data USA - 241M Individuals,,,,AnalyticsIQ
739,Chengxin International Credit Rating Corporate Rating and Debt Rating,,,,Chengxin International Credit Rating
740,Chengxin International Credit Rating Rating Dimensions,,,,Chengxin International Credit Rating
741,Chinascope Data,,,,Chinascope
742,Cience Outbound SDR,,,,Cience
743,Cience Sales Researchers,,,,Cience
744,Cinarra Market and Analytics Platform,,,,"Cinarra,Cinarra"
745,Cinarra Marketing & Analytics Platform,,,,"Cinarra,Cinarra"
746,Cinarra Mobile Network Operators,,,,"Cinarra,Cinarra"
747,CircleBack Contact Cloud Circleback,,,,CircleBack Contact Cloud
748,CircleBack Contact Cloud CleanUp Duplicate Contacts,,,,CircleBack Contact Cloud
749,Cirrantic Mapsite,,,,Cirrantic
750,Cirrantic Market intelligence,,,,Cirrantic
751,Cision Communication Clouds,,,,Cision
752,Cision Database,,,,Cision
753,Cision Monitoring,,,,Cision
754,Civic Science ASKnow,,,,Civic Science
755,Civic Science ConnectedInsight,,,,Civic Science
756,Civic Science Segment360,,,,Civic Science
757,Clara CLARA claims,,,,Clara
758,Clara CLARA litigation,,,,Clara
759,Claritas Custom Audiences,,,,Claritas
760,Claritas Syndicated Audiences,,,,Claritas
761,Clarivate Analytics CompuMark,,,,Clarivate Analytics
762,Clarivate Analytics Derwent,,,,Clarivate Analytics
763,Class y Asociados S.A. Classification Data,,,,Class y Asociados S.A. Clasificadora de Riesgo
764,ClassAction.org Lawsuit List,,,,ClassAction.org
765,ClassAction.org Settlement List,,,,ClassAction.org
766,Clearbit Advertising,,,,Clearbit
767,Clearbit Reveal,,,,Clearbit
768,Clickagy Audience,,,,Clickagy
769,Clickback Email Lead Generation Software,,,,Clickback
770,Clickback Website Visitor Tracking Software,,,,Clickback
771,Clicksco Customer Acquisition Data,,,,Clicksco
772,Cliently Actions,,,,Cliently
773,Cliently B2B leads,,,,Cliently
774,Cliently Flows,,,,Cliently
775,Climacell Weather API,,,,Climacell
776,Climacell Weather Assistant Mobile App,,,,Climacell
777,Climate FieldView Data Connectivity,,,,Climate FieldView
778,Climate FieldView Data Visualization,,,,Climate FieldView
779,Climatempo Consultoria Agroclima PRO,,,,Climatempo Consultoria
780,Climatempo Consultoria SMAC,,,,Climatempo Consultoria
781,ClipperData Know The Cargo,,,,ClipperData
782,ClosingBell Aggregated Data,,,,ClosingBell
783,ClosingBell Granular Data,,,,ClosingBell
784,ClosingBell Profitable Subset,,,,ClosingBell
785,Cloudlead Custom Leads,,,,Cloudlead
786,Cloudlead Lead Scoring,,,,Cloudlead
787,CLS Net,,,,CLS
788,CLS Settlement,,,,CLS
789,Clutch B2B CRM & Customer Data Platform,,,,Clutch
790,Clutch Loyalty Program Management,,,,Clutch
791,CMD Group CMD Insight,,,,CMD Group
792,CMD Group Spec-Edge,,,,CMD Group
793,CME Group Block Trades,,,,CME Group
794,CME Group Real-Time Market Data,,,,CME Group
795,CNC Data Solutions Data Quality Audit,,,,CNC Data Solutions
796,CNC Data Solutions Demand Generation,,,,CNC Data Solutions
797,COFACE Single Risk,,,,COFACE
798,COFACE Topliner,,,,COFACE
799,COFACE Tradeliner,,,,COFACE
800,Cognisent Discretionary,,,,CogniSent
801,Cognisent Quants,,,,CogniSent
802,Cognism Prospector,,,,Cognism
803,Cognism Salesforce,,,,Cognism
804,Cognovi Labs Bloomberg Event Impact App,,,,Cognovi Labs
805,Cognovi Labs Coronavirus Panic Index,,,,Cognovi Labs
806,Collibra Data Platform,,,,Collibra
807,Colt Technology Services Cloud Connectivity,,,,Colt Technology Services
808,Colt Technology Services Optical,,,,Colt Technology Services
809,COMAS Credit Data,,,,"COMAS,COMAS,"
810,COMAS Reports,,,,COMAS
811,Comlinkdata Telecom Data,,",Company Data,Online/Mobile Data","Comlinkdata: Wireless Price and Offer Tracking - Wireless Carrier Data for USA        by Comlinkdata      ,ThinkCX | Carrier and ISPs Telecom Market Share Data TeleBreakdown for North American         by ThinkCX      ,start.io Cell / Carrier / Telco Database - Global Data Coverage, 1B Unique Devices        by start.io      ,IPinfo.io Mobile IP Database | Global Coverage | IP to Carrier Linkage        by IPinfo      ",Comlinkdata
812,Comlinkdata: Broadband Carrier Vision - Telecom & Broadband Data for USA,,",Company Data,Online/Mobile Data","Comlinkdata: Wireless Price and Offer Tracking - Wireless Carrier Data for USA        by Comlinkdata      ,ThinkCX | Carrier and ISPs Telecom Market Share Data TeleBreakdown for North American         by ThinkCX      ,start.io Cell / Carrier / Telco Database - Global Data Coverage, 1B Unique Devices        by start.io      ,IPinfo.io Mobile IP Database | Global Coverage | IP to Carrier Linkage        by IPinfo      ",Comlinkdata
813,Companies House Company Data,,,,"Companies House,Companies House UK"
814,Company Check Company Reports,,,,Company Check
815,Company Check Director Reports,,,,Company Check
816,Company Data - Reach Companies Globally Based on Different Filters - Verified Business Records,,,,Blue Mail Media
817,Company Documents Corporate Intelligence Data,,,,Company Documents
818,Company Documents Due Diligence Services,,,,
819,ComparaSoftware Company Comparisons,,,,ComparaSoftware
820,Compass Cloud and SaaS,,,,Compass
821,Compass Edge,,,,Compass
822,Compile Data Mastering,,,,Compile
823,Compile KOL Identificatoion,,,,Compile
824,Complementics Deterministic Identity Data for USA (1B+ Hashed Email / MAID Linkages),",Targeted Marketing,MFA Security","Identity Data,Consumer Lifestyle Data,","MediaWallah - Deterministic Identity Data Linkages        by MediaWallah      ,Throtle ID Graph - Deterministic Identity Data USA Consumers        by Throtle      ,BDEX Identity Graph for Identity Resolution⎢USA⎢900M Identity Linkages        by BDEX      ,Identity Data International | MAID to Hashed Email Daily Feed by Datastream Group        by Datastream Group      ",Complementics
825,Complementics Global Geo-location Event Data Stream (Updated Every 5 Mins.),"Targeted Marketing,",Location Data,"Complementics Mobile Application Usage Data        by Complementics      ,IPinfo.io IP Geolocation Database | IP to Geolocation | Daily Updates, Global        by IPinfo      ,Eskimi's Location Data Stream in 100+ countries. Reach 2Bln unique device IDs        by Eskimi      ,Locationscloud - Global Location, Business & Sentiment Data        by Locationscloud      ",Complementics
826,Complementics Mobile Application Usage Data,"Targeted Marketing,,Mobile App Development","Demographic Data,Online/Mobile Data,,Individual Data,Marketing Attribution Data","Complementics Global Geo-location Event Data Stream (Updated Every 5 Mins.)        by Complementics      ,Users (and usage) information of the Michelin TrackConnect Application        by Michelin      ,Lead411 Web Application & Chrome Extension        by Lead411      ,Face Anti Spoofing dataset (videos) for Computer Vision applications        by Ainnotate      ",Complementics
827,Complementics SDK Solutions,,,,Complementics
828,Complementics Self-declared Demographic Data (Age & Gender - Global Data Coverage),,,,Complementics
829,CompStak Compstak Analytics,,,,CompStak
830,CompStak Compstak API,,,,CompStak
831,Compuscan Address Validation,,,,Compuscan
832,Compuscan Data Validation,,,,Compuscan
833,Comscore Activation Audience Targeting Solutions,,,,Comscore
834,"Comscore, inc Advertising Cross-Platform Ratings",,,,Comscore
835,Comtech Specifix,,,,Comtech Telecommunications Corp.
836,Connexity For Publishers,,,,Connexity
837,Connexity For Retailers,,,,Connexity
838,ConstructConnect General Contractors Solutions,,,,ConstructConnect
839,ConstructConnect Subcontractors Solutions,,,,ConstructConnect
840,Construction Project Leads CMD Insight,,,,Construction Project Leads
841,Construction Project Leads CMD Leads,,,,Construction Project Leads
842,Consumer Ecommerce Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,,,,vumonic
843,Consumer Edge Investors,,,,Consumer Edge
844,Consumer Electronics Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumomic,,,,vumonic
845,Consumer FMCG Purchases Dataset -- Ecommerce Data Anywhere in the World -- Vumonic,,,,vumonic
846,Consumer Marketing Data | Direct Marketing Data | Consumer Data - 200M+ Consumer Records,,,,Blue Mail Media
847,Contrattipubblici.org Companies,,,,Contrattipubblici.org
848,Contrattipubblici.org Public Administrations,,,,Contrattipubblici.org
849,Conversant Discovery,,,,Conversant
850,Conversant Prospect,,,,Conversant
851,Cordell Connect Project Leads Data,,,,Cordell Connect
852,CoreLogic CredCo,,,,CoreLogic
853,CoreLogic CreditIQ,,,,CoreLogic
854,CoreLogic HPI,,,,CoreLogic
855,CoreLogic ListSource,,,,CoreLogic
856,CoreLogic Mortgage Database,,,,CoreLogic
857,Corelogic Mortgage Underwriting,,,,CoreLogic
858,CoreLogic ParcelPoint,,,,CoreLogic
859,CoreLogic Property Data,,,,CoreLogic
860,Corelogic Valuation Technology,,,,CoreLogic
861,CoreLogic ValueMap,,,,CoreLogic
862,Corporama Data Offer,,,,Corporama
863,Corporama Smartleads Offer,,,,Corporama
864,Corporate Contact Data - reach corporate executives and professionals across the globe - Thomson Data,,,,Thomson Data
865,Corporate Intellectual Property (IP) Holdings,,,,IPqwery
866,CraftJack PRO App,,,,CraftJack
867,Credit Benchmark Aggregate Analytics,,,,Credit Benchmark
868,Credit Benchmark Counter Party Risk Management,,,,Credit Benchmark
869,Credit Information Corporation Philippines Data & Services,,,,Credit Information Corporation Philippines
870,Credit Rating Agency of Bangladesh Health Care Institutions Grading,,,,Credit Rating Agency of Bangladesh
871,Credit Rating Agency of Bangladesh Real Estate Developers Grading,,,,Credit Rating Agency of Bangladesh
872,Credit Rating Information and Services Debt Instrument Rating,,,,Credit Rating Information and Services
873,Credit Rating Information and Services Entity Rating/Issuer Rating,,,,Credit Rating Information and Services
874,Credit Rating Vietnam Alteryx Designer,,,,Credit Rating Vietnam
875,Credit Report and Credit Score,,,,Credit Report
876,Credit-Rating Credit Data & Ratings,,,,Credit-Rating
877,Credit.net Business Data,,,,Credit.net
878,Credit.net Consumer Data,,,,Credit.net
879,Creditinfo Decision Engine BEE,,,,Creditinfo
880,Creditinfo FindCredit,,,,Creditinfo
881,CreditorWatch Financial Risk Assessment,,,,CreditorWatch
882,CreditorWatch Portfolio Health Check,,,,CreditorWatch
883,Creditreform Debt Collection,,,,Creditreform
884,Creditreform Marketing Data,,,,Creditreform
885,CreditRiskMonitor Private Company Risk Analysis,,,,CreditRiskMonitor
886,CreditRiskMonitor Public Company Risk Analysis,,,,CreditRiskMonitor
887,CreditSafe Business Marketing Data,,,,Creditsafe
888,Creditsafe Company Credit Reports,,,,Creditsafe
889,Creditsafe International Credit Reports,,,,Creditsafe
890,CreditSafe Trade Payment Data Programme,,,,Creditsafe
891,Crediwatch Early Warning System,,,,Crediwatch
892,Crediwatch Trade Check,,,,Crediwatch
893,CrediWeb Credit Reporting,,,,CrediWeb
894,CRIF Credit Management Platform,,,,CRIF
895,CRIF Project Management,,,,CRIF
896,CRISIL Risk Assessment Model,,,,CRISIL
897,CRISIL ULIP Rankings,,,,CRISIL
898,Cristal Credit DUE DILIGENCE and FINANCIAL INVESTIGATION,,,,Cristal Credit
