,Name of the dataset,similar
449,"GMX_Q08.TIF - U.S. Gulf of Mexico EEZ GLORIA sidescan-sonar data mosaic (8 of 16) (ACEA, 50 m, Clarke1866)","GMX_Q02.TIF - U.S. Gulf of Mexico EEZ GLORIA sidescan-sonar data mosaic (2 of 16) (ACEA, 50 m, Clarke1866)
GMX_Q16.TIF - U.S. Gulf of Mexico EEZ GLORIA sidescan-sonar data mosaic (16 of 16) (ACEA, 50 m, Clarke1866)
GMX_Q07.TIF - U.S. Gulf of Mexico EEZ GLORIA sidescan-sonar data mosaic (7 of 16) (ACEA, 50 m, Clarke1866)
GMX_Q11.TIF - U.S. Gulf of Mexico EEZ GLORIA sidescan-sonar data mosaic (11 of 16) (ACEA, 50 m, Clarke1866)
GMX_Q15.TIF - U.S. Gulf of Mexico EEZ GLORIA sidescan-sonar data mosaic (15 of 16) (ACEA, 50 m, Clarke1866)"
450,"DCpts, DTpts, SLpts: Dune crest, dune toe, and mean high water shoreline positions: Fisherman Island, VA, 2014","DCpts, DTpts, SLpts: Dune crest, dune toe, and mean high water shoreline positions: Assawoman Island, VA, 2014
DCpts, DTpts, SLpts: Dune crest, dune toe, and mean high water shoreline positions: Cobb Island, VA, 2014
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Cedar Island, VA, 2014
shoreline, inletLines: Shoreline polygons and tidal inlet delineations: Monomoy Island, MA, 2014
Myrtle Bend Substrate Enhancement Pilot Project Extent, Kootenai River near Bonners Ferry, ID, 2014"
451,Coastwide Reference Monitoring System (CRMS) 2015 Site 0589 Land-Water Classification Data,"Coastwide Reference Monitoring System (CRMS) 2015 Site 0574 Land-Water Classification Data
Coastwide Reference Monitoring System (CRMS) 2015 Site 0571 Land-Water Classification Data
Coastwide Reference Monitoring System (CRMS) 2015 Site 0544 Land-Water Classification Data
Coastwide Reference Monitoring System (CRMS) 2015 Site 0551 Land-Water Classification Data
Coastwide Reference Monitoring System (CRMS) 2015 Site 0644 Land-Water Classification Data"
452,"Electrofishing Results and Sampling of Bull Trout and Other Aquatic Vertebrates in the Vicinity of Yellow Pine, Idaho 2016","Concentrations of environmental DNA (eDNA) during sockeye salmon spawning in 2016, Hansen Creek, Alaska, USA
Humpback Chub (Gila cypha) and Rainbow Trout (Oncorhynchus mykiss) Joint Mark-Recapture Data and Model, Colorado River, Arizona
Brook trout toxicity data from bioassays conducted in Western Adirondack Streams, 2001-03 and 2015-17
Lake Trout Gonadosomatic Index and Histology Yellowstone Lake 2014
Lake Trout Fecundity Yellowstone Lake 2015"
453,Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetlands P6 and P7 from 2007,"Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P8 from 2007
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P3 from 2006
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T7 from 2005
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland T6 from 2009
Digital Orthorectified Aerial Image of Cottonwood Lake Study Area Wetland P3 from 2009"
454,"Velocity Mapping at the confluence of the Illinois River and Fox River near Ottawa, IL","Depth grids of the flood-inundation maps for the Wabash River near the Interstate 64 Bridge near Grayville, Illinois
Rhodamine WT dye concentrations measured at fixed locations in the Des Plaines River and Chicago Sanitary and Ship Canal, Chicago, IL (November 14-29, 2011)
Spatial distribution of depth-averaged velocity measured in the Chicago Sanitary and Ship Canal, Chicago, IL (November 16, 2011)
Seismotectonic maps in the vicinity of the lower Wabash Valley, Illinois, Indiana, and Kentucky - Digital Spatial Database: Wells with structural control
Study Boundary for the U.S. Geological Survey Midwest Stream Quality Assessment"
455,"04087088 - Underwood Creek at Wauwatosa, WI - 2018/09/14 GPS Survey","Multibeam echo sounder - navigation tracklines for Reson 7160 data collected during USGS field activities 2017-001-FA and 2017-002-FA.
Datasets to reproduce the exploratory Bayesian network developed in USGS SIR 2018-5053 for estimating water-quality parameters at streamgage 03374100 White River at Hazleton, Indiana, 1973-2016
Coastwide Reference Monitoring System (CRMS) 2016 Site 3639 land-water classification data
Watershed Data Management (WDM) Database (WBDR18.WDM) for West Branch DuPage River Streamflow Simulation, DuPage County, Illinois, January 1, 2007, through September 30, 2018
Monitoring Data for Willow Creek Lake, Nebraska, 2012-14--Streamflow"
456,"Data release for Applying high-resolution imagery to evaluate restoration-induced changes in stream condition, Missouri River Headwaters Basin, Montana","Dreissenid mussel eDNA results for streamgage water samples in the Columbia and Colorado River basin
Conservation Planning for the Colorado River in Utah - Riparian Understory Model Output Data for Colorado River in Utah
Depth grids of the flood-inundation maps for the Meramec River at Valley Park, Missouri, 2018
High-Resolution Hydrographic Mapping on a portion of the Big Sioux River Basin in Southeast South Dakota, 2016
Shapefiles of the flood-inundation maps for the Meramec River at Valley Park, Missouri, 2017"
457,Point Shapefile with a Point Every 500 meters Along the Neuse River 2004 Resistivity Survey Tracklines,"Point Shapefile with a Point Every 500 meters Along the Neuse River 2005 Resistivity Survey Tracklines
Point Shapefile with a Point Every 500 meters along the Cape Cod National Seashore Resistivity Survey Tracklines, May 17-20, 2004
Map 04: ArcGIS layer showing contours of the 50 percentile of May water levels during the 2000--2009 water years (feet)
SWWA98_500UTM: Southwest Washington, 500 meter, 1926/1998 Bathymetry Grid, UTM Projection
SWWA26_500UTM: Southwest Washington 500 meter, 1926 Bathymetry Grid, UTM Projection"
458,"Data on the Efficacy of Five Pulicides as Tools for Suppressing Fleas on Black-tailed Prairie Dogs, South Dakota, 2015-2017","Sample collection information and SNP data for Gunnison Sage-grouse across the species range generated in the Molecular Ecology Lab during 2015-2018
Sensor and Location data from Ear Tag PTTs Deployed on Polar Bears in the Southern Beaufort Sea 2009 to 2011
Roadside Survey Data from southeastern Arizona and New Mexico for Grasshopper Sparrow and other grassland Birds 2003 to 2005
Hetero- and conspecifics effects on nest and chick survival for two listed species, piping plover and least tern breeding on the Missouri River, USA 2007-2016
Sylvatic plague vaccine field trials flea data (ver. 2.0, July 2019)"
459,"Rapid assessment test strip data for determining cyanotoxin presence in algal blooms, Kabetogama Lake, northern Minnesota, 2017-2018","Phytoplankton enumeration and identification from recurring algal bloom locations in Kabetogama Lake, northern Minnesota, 2016-2017
Concentrations of environmental DNA (eDNA) during sockeye salmon spawning in 2016, Hansen Creek, Alaska, USA
Suspended-sediment concentrations, acoustic data, and a linear regression model for the Minnesota River at Mankato, Minnesota, 2016-2019
Seismic Reflection, boomer tracklines collected in the vicinity of Buffalo Reef, Michigan, within Lake Superior, during USGS field activity 2018-043-FA, (Esri polyline shapefile, GCS WGS 84)
National Fish Habitat Action Plan (NFHAP) 2010 HCI Scores and Human Disturbance Data (linked to NHDPLUSV1) for Midwest Glacial Lakes Partnership"
460,LANDFIRE Remap Forest Canopy Base Height (CBH) HI,"LANDFIRE Remap Forest Canopy Cover (CC) HI
LANDFIRE Remap Forest Canopy Base Height (CBH) Marshall Islands
LANDFIRE Remap Forest Canopy Base Height (CBH) American Samoa
LANDFIRE Remap Forest Canopy Cover (CC) Micronesia
LANDFIRE Remap 2016 Existing Vegetation Height (EVH) Palau"
461,"Rhodamine WT dye concentrations measured at fixed locations in the Des Plaines River and Chicago Sanitary and Ship Canal, Chicago, IL (November 14-29, 2011)","Spatial distribution of depth-averaged velocity measured in the Chicago Sanitary and Ship Canal, Chicago, IL (November 16, 2011)
Spatial distribution of depth-averaged velocity measured in the Chicago Sanitary and Ship Canal, Chicago, IL (December 7, 2010)
Spatial distribution of layer-averaged velocity measured in the Calumet Harbor, Illinois (September 14, 2015)
Time Series of Dye Concentrations at Fixed Stations During a Tracer Study on the Lower Sandusky River, Ohio, July 11-12, 2017
Data and Surrogate Models for Suspended Sediment, Total Nitrogen, and Total Phosphorus for the Kankakee River at Shelby, Indiana, January 5, 2016 to May 31, 2018"
462,XBeach Bottom Friction Scenarios: Model Inputs and Results,"InterpretSELDM version 1.0 The Stochastic Empirical Loading and Dilution Model (SELDM) output interpreter
Ohia Dieback Study - Dieback Model Results Table
Runoff Influence Analysis
Linear Deconvolution Results For Site DS-1 (2-component-model-1)
Bootstrap-Estimated Land-to-Water Coefficients from the CBTN_v4 SPARROW Model"
463,"Pedestrian evacuation times for residents on the island of O'ahu, Hawai'i, for standard and extreme tsunami evacuation zones by community, modeled at three travel speeds (impaired, slow, and fast walk)","Pedestrian evacuation times for employees on the island of O'ahu, Hawai'i, for standard and extreme tsunami evacuation zones by community, modeled at three travel speeds (impaired, slow, and fast walk)
Tsunami evacuation time map for American Samoa predicted maximum tsunami (PMT) inundation zone and slow walk speed
kauai_sfl - Stream Flooding Hazard Intensity Level in the coastal zone of Kauai, Hawaii
Digital Shoreline Analysis System version 4.3 shoreline intersection points used to calculate long-term shoreline change statistics for the South Cape Cod coastal region from Stage Harbor Light in Chatham to Nobska Point in Woods Hole (SouthCapeCod_intersects_LTw.shp)
Projected flood extent polygons and flood depth points based on 10-, 50-, 100-, and 500-year wave-energy return periods, with and without coral reefs, for American Samoa (the islands of Tutuila, Ofu-Olosega, and Tau)"
464,"Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0046 land-water matrix","Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0146 land-water matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0033 land-water matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0065 land-water matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0035 land-water matrix
Coastwide Reference Monitoring System (CRMS) 2005, 2008, 2012, and 2016 Site 0189 land-water matrix"
465,"Multibeam echosounder surveys from the Kootenai River in northern Idaho, September 26-27, 2017","UAS-based hyperspectral image data from the upper Sacramento River in northern California, September 13, 2017
02031 - Geophysical Surveys of Bear Lake, Utah-Idaho, September 2002 - Chirp Seismic Tracklines (CHRPTRK)
02031 - Geophysical Surveys of Bear Lake, Utah-Idaho, September 2002 - Shot Point Navigation (CHRPSHT)
Thermal image time series from rivers in Alaska, September 18-20, 2016
Airborne geophysical survey: Salmon River, Idaho"
466,"Chirp navigation tracklines from USGS cruise 2002-015-FA from Pamlico Sound, North Carolina (bbc2002015_tracklines.shp)","Boomer shotpoint navigation from USGS cruise 2003-042-FA from Pamlico Sound, North Carolina (bbb2003042_shot200.shp)
Chirp shotpoint navigation from USGS cruise 2004-005-FA from Pamlico Sound, North Carolina (bbc2004005_shots.shp)
Chirp shotpoint navigation from USGS cruise 2003-003-FA along the inner continental shelf of northern North Carolina (isc2003003_shots.shp)
Sidescan sonar navigation from USGS cruise 2001-005-FA along the inner continental shelf of northern North Carolina (iss2001005_tracklines.shp)
Lidar-Derived Bare-Earth XYZ for EAARL Coastal TopographyaEUR""Cape Hatteras, North Carolina, Pre-Hurricane Isabel, 2003"
467,Coastwide Reference Monitoring System (CRMS) 2016 Site 0354 land-water classification data,"Coastwide Reference Monitoring System (CRMS) 2016 Site 0386 land-water classification data
Coastwide Reference Monitoring System (CRMS) 2016 Site 0294 land-water classification data
Coastwide Reference Monitoring System (CRMS) 2016 Site 0276 land-water classification data
Coastwide Reference Monitoring System (CRMS) 2016 Site 0322 land-water classification data
Coastwide Reference Monitoring System (CRMS) 2016 Site 0148 land-water classification data"
468,"Audiomagnetotelluric sounding data, station 7, Taos Plateau Volcanic Field, New Mexico, 2009","Magnetotelluric sounding data, station 1, Taos Plateau Volcanic Field, New Mexico, 2009
Magnetotelluric sounding data, station 5, Taos Plateau Volcanic Field, New Mexico, 2009
Transient electromagnetic (TEM) sounding data, San Luis Valley, Colorado, 2009
Magnetotelluric sounding data, station 10, north eastern Nevada, 2003
Magnetotelluric sounding data, station 05, north eastern Nevada, 2003"
469,"National Assessment of Hurricane-Induced Coastal Erosion Hazards: Gulf of Mexico Bradenton Beach to Clearwater Beach, Florida Raw (non-interpolated) Beach Slope Point Data","EAARL Coastal TopographyaEUR""Northwest Florida, Post-Hurricane Katrina, 2005: Bare Earth
2004 Post-Hurricane Charley West Florida EAARL Lidar-Derived Dune Crest, Toe and Shoreline
Navigation and environmental data from R/V Weatherbird II for the West Florida Shelf: USGS Cruise 11BHM02
Water column sample data from predefined locations of the West Florida Shelf: USGS Cruise 11BHM03
Synthetic Seismogram Data for Correlation Between Seismic-Reflection Profiles and Well Data, Broward County, Florida"
