,Name of the dataset,similar
694,BLM REA MIR 2011 Mule Deer Rating based on Patch Density per 100 ha,"BLM REA MIR 2011 Mule Deer rating based on patch size
BLM REA MIR 2011 Mule Deer Habitat patch size
BLM REA NWP 2011 Mule Deer Habitat patch size
BLM REA NWP 2011 Mule Deer overall status score by 6th level HUC in the Northwest Plains Ecoregion
BLM REA COP 2010 Mule Deer Use Areas in Utah"
695,BLM REA MIR 2011 Future Risk of Douglas-Fir Beetle Mortality (5years),"BLM REA MIR 2011 Future Risk of Spruce Beetle Mortality (5years)
BLM REA MIR 2011 Future Risk of Mountain Pine Beetle Mortality (5years)
BLM REA MIR 2011 Future Risk of Subalpine fir Decline Mortality (5years)
BLM REA MIR 2011 Future Risk of Western Spruce Budworm Mortality (5years)
BLM REA MIR 2011 Five Needle Pine rating based on Mountain Pine Beetle Infestation"
696,BLM REA MIR 2011 Ecological Intactness Overall Score,"BLM REA NWP 2011 Ecological Intactness Overall Score
BLM REA MIR 2011 Connectivity Analysis for Ecological Intactness
BLM REA MIR 2011 Development Analysis for Ecological Intactness
BLM REA NWP 2011 Connectivity Analysis for Ecological Intactness
BLM REA NWP 2011 Development Analysis for Ecological Intactness"
697,BLM REA MIR 2011 TG C Statsgo RKnap,"BLM REA MIR 2011 TG C Statsgo DKnap
BLM REA MIR 2011 TG C Statsgo HoaryCress
BLM REA NWP 2011 TG C Statsgo RKnap
BLM REA NWP 2011 TG C Statsgo DKnap
BLM REA NWP 2011 TG C Statsgo HoaryCress"
698,BLM REA MIR 2011 Greater Sage-Grouse Breeding Bird Density (75%),"BLM REA MIR 2011 Greater Sage-Grouse Breeding Bird Density Dissolve (75%)
BLM REA COP 2010 Greater Sage Grouse Range-Wide Breeding Densities
BLM REA MIR 2011 Current Status by 6th Level HUC for Greater Sage-Grouse in Middle Rockies Ecoregion
BLM REA CYR 2013 5th Level Hydrologic Units with 25% Mean Overlap in Breeding Habitat of 28 Waterfowl Species
BLM REA NWP 2011 Current Status by 6th Level HUC for Greater Sage-Grouse in Northwest Plains Ecoregion"
699,BLM REA MIR 2011 AG C Yellowstone Trout HUC12 poly,"BLM REA MIR 2011 AG C Westslope Trout HUC12 poly
BLM REA MIR 2011 AG C Bull Trout HUC poly
BLM REA MIR 2011 Yellowstone Cuttthroat Trout Distribution
BLM REA MIR 2011 Bull Trout Distribution
BLM REA MIR 2011 Westslope Cutthroat Trout Distribution"
700,BLM REA MIR 2011 DIS C 2000 ADS Spruce Beetle,"BLM REA MIR 2011 DIS C 2000 ADS Douglas Fir Beetle
BLM REA MIR 2011 DIS C 2000 ADS Mountain Pine Beetle
BLM REA MIR 2011 DIS C 2001 ADS Spruce Beetle
BLM REA MIR 2011 DIS C 2002 ADS Spruce Beetle
BLM REA MIR 2011 DIS C 2000 ADS Spruce Budworm"
701,BLM REA MIR 2011 hm ftprt,"BLM REA MIR 2011 freq sev
BLM REA MIR 2011 mirlf
BLM REA MIR 2011 NWP PLSS Sec
BLM REA MIR 2011 vcc
BLM REA MIR 2011 NWP PLSS Twp"
702,BLM REA MIR 2011 RegCM3 March/April Temperature (1980-1999),"BLM REA NWP 2011 RegCM3 March/April Temperature (1980-1999)
BLM REA MIR 2011 RegCM3 March/April Precipitation (1980-1999)
BLM REA NWP 2011 RegCM3 March/April Precipitation (1980-1999)
BLM REA MIR 2011 RegCM3 March/April Temperature (2050-2069)
BLM REA MIR 2011 RegCM3 May/June Temperature (1980-1999)"
703,BLM REA MIR 2011 Potentially suitable soil types for Yellow Toadflax,"BLM REA NWP 2011 Potentially suitable soil types for Yellow Toadflax
BLM REA MIR 2011 Vegetation potentially suitable for Yellow Toadflax
BLM REA MIR 2011 Elevations potentially suitable for Yellow Toadflax
BLM REA NWP 2011 Vegetation potentially suitable for Yellow Toadflax
BLM REA NWP 2011 Elevations potentially suitable for Yellow Toadflax"
704,BLM REA COP 2010 LANDFIRE - Biophysical Settings (version 1.0),"BLM REA COP 2010 AG DEV Areas LANDFIRE - Existing Vegetation Type (version 1.1.0)
BLM REA COP 2010 LANDFIRE - Fire Regime Groups (version 1.0)
BLM REA COP 2010 LANDFIRE - Fire Regime Condition Class (version 1.0)
BLM REA COP 2010 LANDFIRE - Fire Regime Departure Index (version 1.0)
BLM REA COP 2010 LANDFIRE - Existing Vegetation Type (version 1.1.0)"
705,BLM REA COP 2010 LANDFIRE - Disturbance (2001),"BLM REA COP 2010 LANDFIRE - Disturbance (2000)
BLM REA COP 2010 LANDFIRE - Disturbance (2002)
BLM REA COP 2010 Wildland Fire Perimeters (2001)
BLM REA COP 2010 LANDFIRE - Disturbance (2003)
BLM REA COP 2010 LANDFIRE - Disturbance (2005)"
706,"BLM REA COP 2010 Greater Sage Grouse Brood Area, Colorado","BLM REA COP 2010 Gunnison's Sage Grouse Brood Area, Colorado
BLM REA COP 2010 Greater Sage Grouse Production Area, Colorado
BLM REA COP 2010 Greater Sage Grouse Overall Range, Colorado
BLM REA COP 2010 Greater Sage Grouse Winter Range, Colorado
BLM REA COP 2010 Gunnison's Sage Grouse Overall Range, Colorado"
707,BLM REA COP 2010 AT L OilGasPotential HUC5 poly,"BLM REA COP 2010 AT N OilGas DN HUC5 poly
BLM REA COP 2010 AT C OilGas DN HUC5 poly
BLM REA COP 2010 AT C Pipelines DN HUC5 poly
BLM REA NWP 2011 DV C Oil Gas EPCA
BLM REA MIR 2011 DV C Oil Gas EPCA"
708,BLM REA COP 2010 AT C Agriculture DN 4km poly,"BLM REA COP 2010 AT C Agriculture DN HUC5 poly
BLM REA COP 2010 AT C LandRecAreas DN 4km poly
BLM REA COP 2010 AT C LandRecTravelCorridors DN 4km poly
BLM REA COP 2010 AT C LandRecSites DN 4km poly
BLM REA COP 2010 LandRecSites 4km Poly"
709,BLM REA COP 2010 5th Code HUC Boundary Grid (30m resolution),"BLM REA COP 2010 5th Code HUC Reporting Units Grid (30m)
BLM REA COP 2010 4KM Grid Cell Reporting Units (30m resolution)
BLM REA NWP 2011 snap 30m
BLM REA COP 2010 5th Code HUC Reporting Units
BLM REA COP 2010 5th Code HUC boundary of Colorado Plateau Ecoregion"
710,BLM REA COP 2010 Rocky Mountain Gambel Oak-Mixed Montane Shrubland (LANDFIRE BpS): Change Agents and Disturbance Types,"BLM REA COP 2010 Rocky Mountain Gambel Oak-Mixed Montane Shrubland (LANDFIRE BpS): Change Agents and Disturbance Types Disturbance
BLM REA COP 2010 Rocky Mountain Gambel Oak-Mixed Montane Shrubland (LANDFIRE EVT): Near-Term Status Potential For Change
BLM REA COP 2010 Rocky Mountain Gambel Oak-Mixed Montane Shrubland (LANDFIRE EVT): Current and Near-Term Status and Long-Term Potential For Change
BLM REA COP 2010 Colorado Plateau Pinyon-Juniper Shrubland (LANDFIRE BpS): Change Agents and Disturbance Types
BLM REA COP 2010 Rocky Mountain Gambel Oak-Mixed Montane Shrubland Current Distribution"
711,BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (LANDFIRE BpS): Change Agents,"BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (LANDFIRE BpS): Change Agents and Disturbance Types
BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub Current Distribution
BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (LANDFIRE EVT): Near-Term Status Potential For Change
BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (LANDFIRE EVT): Current and Near-Term Status and Long-Term Potential For Change
BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (NatureServe Landcover): Near-Term Status Potential For Change"
712,"BLM REA COP 2010 Digital Distribution Maps of the Birds of the Western Hemisphere - Peregrine Falcon, Colorado Plateau ecoregion, USA","BLM REA COP 2010 Peregrine Falcon Nesting Area in the Colorado Plateau ecoregion, USA
BLM REA COP 2010 Southwest reGAP modeled distribution of the ferruginous hawk in the Colorado Plateau ecoregion, USA
BLM REA COP 2010 Peregrine Falcon Potential Nesting areas in the Colorado Plateau ecoregion, USA
BLM REA COP 2010 Observed locations of peregrine falcons in the Colorado Plateau ecoregion, USA
BLM REA COP 2010 Breeding Bird Survey Route Locations for the Colorado Plateau ecoregion, USA"
713,"BLM REA COP 2010 Combined Current and Near-Term Terrestrial Intactness, Long-Term Potential Energy Development, and Long-Term Potential for Climate Change (4KM)","BLM REA COP 2010 Combined Current and Near-Term Terrestrial Intactness, Long-Term Potential Energy Development, and Long-Term Potential for Climate Change (raster version, 4KM reporting units, 30m resolution)
BLM REA COP 2010 Combined Current and Near-Term Terrestrial Intactness, Long-Term Potential Energy Development, and Long-Term Potential for Climate Change (HUC5)
BLM REA COP 2010 Long-Term Potential For Climate Change (HUC5)
BLM REA COP 2010 Long-Term Potential For Climate Change (4KM)
BLM REA COP 2010 Long-Term Potential For Energy Development (4KM)"
714,BLM REA COP 2010 Land-Based Recreation Travel Corridors,"BLM REA COP 2010 Land-Based Recreation Areas
BLM REA COP 2010 Recreation Sites
BLM REA COP 2010 USFS Manti LaSal Recreation Sites
BLM REA COP 2010 Habitat Connectivity Cost Surface
BLM REA COP 2010 USFS Uinta National Forest Recreation Sites"
715,"BLM REA COP 2010 BLM Grazing Allotments, New Mexico","BLM REA COP 2010 BLM Recreation Sites in New Mexico
BLM REA COP 2010 BLM Grazing Allotments, Arizona
BLM REA COP 2010 BLM Grazing Allotments in Arizona, Colorado, and Utah
BLM REA COP 2010 Pronghorn Antelope Distribution in New Mexico
BLM REA COP 2010 BLM Grazing Allotments, Utah"
716,BLM REA COP 2010 Natural Vegetation Fragmentation (HUC5),"BLM REA COP 2010 Natural Vegetation Fragmentation (4KM)
BLM REA COP 2010 Summary of NatureServe Species Lists (HUC5)
BLM REA COP 2010 Limiting Factors LANDFIRE - Existing Vegetation Type (version 1.1.0)
BLM REA MIR 2011 GAP Landcover - Forest Woodlands
BLM REA COP 2010 LANDFIRE - Existing Vegetation Type (version 1.1.0)"
717,BLM REA COP 2010 AT C FireRegDep AV HUC5 poly,"BLM REA COP 2010 AT C FragCorePct AV HUC5 poly
BLM REA COP 2010 AT C FragNP AV HUC5 poly
BLM REA COP 2010 AT C FragNN AV HUC5 poly
BLM REA COP 2010 AT C GTLF DN HUC5 poly
BLM REA COP 2010 AT C POD DN HUC5 poly"
718,BLM REA COP 2010 Average Summer (Jul-Sep) Precipitation (2045-2060) Simulated by RegCM3 with GENMOM Projections as Boundary Conditions (Western US),"BLM REA COP 2010 Average Summer (Jul-Sep) Precipitation (2045-2060) Simulated by RegCM3 with ECHAM5 Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Average Summer (Jul-Sep) Precipitation (2045-2060) Simulated by RegCM3 with GFDL Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Average Summer (Jul-Sep) Temperature (2045-2060) Simulated by RegCM3 with GENMOM Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Difference of Summer (Jul-Sep) Precipitation (2045-2060 vs 1968-1999) Simulated by RegCM3 with ECHAM5 Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Difference of Average Summer (Jul-Sep) Precipitation (2045-2060 vs 1968-1999) Simulated by RegCM3 with GENMOM Projections as Boundary Conditions (Western US)"
719,BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (LANDFIRE BpS): Change Agents and Disturbance Types,"BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (LANDFIRE BpS): Change Agents
BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub Current Distribution
BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (LANDFIRE EVT): Near-Term Status Potential For Change
BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (LANDFIRE EVT): Current and Near-Term Status and Long-Term Potential For Change
BLM REA COP 2010 Inter-Mountain Basins Mixed Salt Desert Scrub (NatureServe Landcover): Current and Near-Term Status and Long-Term Potential For Change"
720,BLM REA COP 2010 Colorado Plateau Blackbrush-Mormon-tea Shrubland (LANDFIRE BpS): Change Agents,"BLM REA COP 2010 Colorado Plateau Blackbrush-Mormon-tea Shrubland (LANDFIRE BpS): Change Agents and Disturbance Types
BLM REA COP 2010 Colorado Plateau Pinyon-Juniper Shrubland (LANDFIRE BpS): Change Agents
BLM REA COP 2010 Colorado Plateau Blackbrush-Mormon-tea Shrubland Current Distribution
BLM REA COP 2010 Colorado Plateau Blackbrush-Mormon-tea Shrubland (LANDFIRE EVT): Near-Term Status Potential For Change
BLM REA COP 2010 Colorado Plateau Pinyon-Juniper Shrubland (LANDFIRE BpS): Change Agents and Disturbance Types"
721,BLM REA COP 2010 NatureServe National Landcover (v27) InterMountainBasinsBigSagebrushShrubland_NatureServe_DIST_30m,"BLM REA COP 2010 NatureServe National Landcover (v27) InterMountainBasinsMontaneSagebrushSteppe_NatureServe_DIST_30m
BLM REA COP 2010 NatureServe National Landcover (v27) InterMountainBasinsMixedSaltDesertScrub_NatureServe_DIST_30m
BLM REA COP 2010 NatureServe National Landcover (v27) RockyMountainGambelOakMixedMontaneShrubland_NatureServe_DIST_30m
BLM REA COP 2010 NatureServe National Landcover (v27) Riparian_NatureServe_DIST_30m
BLM REA COP 2010 NatureServe National Landcover (v27) ColoradoPlateauPJShrubland_NatureServe_DIST_30m"
722,"BLM REA COP 2010 Gunnison's Sage Grouse Winter Range, Colorado","BLM REA COP 2010 Greater Sage Grouse Winter Range, Colorado
BLM REA COP 2010 Gunnison's Sage Grouse Overall Range, Colorado
BLM REA COP 2010 Gunnison's Sage Grouse Brood Area, Colorado
BLM REA COP 2010 Greater Sage Grouse Overall Range, Colorado
BLM REA COP 2010 Greater Sage Grouse Brood Area, Colorado"
723,BLM REA COP 2010 AT C Pipelines DN HUC5 poly,"BLM REA COP 2010 AT C RdStrmInt DN HUC5 poly
BLM REA COP 2010 AT C UtilLn DN HUC5 poly
BLM REA COP 2010 AT C IV DN HUC5 poly
BLM REA COP 2010 AT C Reservoir DN HUC5 poly
BLM REA COP 2010 AT C Dams DN HUC5 poly"
724,BLM REA COP 2010 AT L WindPotential HUC5 poly,"BLM REA COP 2010 AT L SolarPotential HUC5 poly
BLM REA COP 2010 AT C NAS DN HUC5 poly
BLM REA COP 2010 AT N Urban DN HUC5 poly
BLM REA COP 2010 AT L VegChange HUC5 poly
BLM REA COP 2010 AT C GTLF DN HUC5 poly"
725,BLM REA COP 2010 USFS Carson National Forest Recreation Sites,"BLM REA COP 2010 USFS Uinta National Forest Recreation Sites
BLM REA COP 2010 USFS Ashley National Forest Recreation Sites
BLM REA COP 2010 USFS Kaibab National Forest Recreation Sites
BLM REA COP 2010 USFS San Juan National Forest Recreation Sites
BLM REA COP 2010 USFS Dixie National Forest Recreation Sites"
726,BLM REA COP 2010 Southwest ReGAP Modeled Peregrine Falcon Habitat,"BLM REA YKL 2011 Alaska GAP Modeled Habitat Distribution of Peregrine Falcon
BLM REA COP 2010 Southwest ReGAP Modeled Burrowing Owl Habitat
BLM REA COP 2010 Southwest ReGAP Modeled Ferruginous Hawk Habitat
BLM REA COP 2010 Southwest ReGAP Modeled Ferruginous Hawk Habitat Distribution
BLM REA COP 2010 Southwest ReGAP Modeled Burrowing Owl Habitat Distribution"
727,BLM REA COP 2010 Southwest ReGAP Modeled Mexican Spotted Owl Habitat,"BLM REA COP 2010 Carson National Forest Mexican Spotted Owl Management Areas
BLM REA COP 2010 Mexican spotted owl distribution in the Colorado Plateau ecoregion
BLM REA COP 2010 Mexican Spotted Owl Areas identified in Draft Recovery Plan
BLM REA COP 2010 Predicted Current Distribution of Mexican Spotted Owl
BLM REA COP 2010 Southwest ReGAP Modeled Burrowing Owl Habitat"
728,BLM REA COP 2010 Difference of Runoff (2045-2060 vs 1968-1999) Simulated by MAPSS using RegCM3 Climate with ECHAM5 Projections as Boundary Conditions (Western US),"BLM REA COP 2010 Difference of Runoff (2045-2060 vs 1968-1999) Simulated by MAPSS using RegCM3 Climate with GFDL Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Difference of Runoff mm (2045-2060 vs 1968-1999) Simulated by MAPSS using RegCM3 Climate with ECHAM5 Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Difference of Runoff (2045-2060 vs 1968-1999) Simulated by MAPSS using RegCM3 Climate with GENMOM Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Difference of Leaf Area Index (2045-2060 vs 1968-1999) Simulated by MAPSS using RegCM3 Climate with GFDL Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Difference of Leaf Area Index (2045-2060 vs 1968-1999) Simulated by MAPSS using RegCM3 Climate with GENMOM Projections as Boundary Conditions (Western US)"
729,BLM REA COP 2010 Pronghorn Antelope Winter Range in Colorado,"BLM REA COP 2010 Pronghorn Antelope Winter Concentration Area in Colorado
BLM REA COP 2010 Pronghorn Antelope Overall Range in Colorado
BLM REA COP 2010 Pronghorn Antelope Concentration Area in Colorado
BLM REA COP 2010 Pronghorn Antelope Resident Population Area in Colorado
BLM REA COP 2010 Pronghorn Antelope Limited Use Area in Colorado"
730,BLM REA COP 2010 Historic Distribution of the Greater Sage-Grouse in North America,"BLM REA COP 2010 Historic Distribution of the Sage-Grouse in North America
BLM REA COP 2010 Historic Distribution of the Gunnison Sage-Grouse in North America
BLM REA COP 2010 Current Distribution of the Sage-grouse in North America - Colorado Plateau ecoregion
BLM REA NWP 2011 Distribution Model for Greater Sage-Grouse in Northwest Plains Ecoregion
BLM REA NWP 2011 Current Status for Greater Sage-Grouse in Northwest Plains Ecoregion"
731,"BLM REA COP 2010 BLM Grazing Allotments, Utah","BLM REA COP 2010 BLM Grazing Allotments in Arizona, Colorado, and Utah
BLM REA COP 2010 BLM Grazing Allotments, Arizona
BLM REA COP 2010 BLM Recreation Sites in Utah
BLM REA COP 2010 Greater Sage Grouse Brooding Areas, Utah
BLM REA COP 2010 BLM Grazing Allotments, New Mexico"
732,BLM REA COP 2010 Wild and Scenic Rivers,"BLM REA COP 2010 USFS Fishlake National Forest Recreation Sites
BLM REA COP 2010 Water Based RecreationTravel Corridors
BLM REA YKL 2011 YKL DV Statewide Anadromous Streams Ln
BLM NLCS Wild and Scenic River Corridor Polygons
BLM NLCS Wild and Scenic River Lines"
733,BLM REA COP 2010 AT C FragNP AV HUC5 poly,"BLM REA COP 2010 AT C FragNN AV HUC5 poly
BLM REA COP 2010 AT C FragCorePct AV HUC5 poly
BLM REA COP 2010 AT C UtilLn DN HUC5 poly
BLM REA COP 2010 AT C GTLF DN HUC5 poly
BLM REA COP 2010 AT C POD DN HUC5 poly"
734,BLM REA COP 2010 Difference of Average Summer (Jul-Sep) Temperature (2045-2060 vs 1968-1999) Simulated by RegCM3 with GENMOM Projections as Boundary Conditions (Western US),"BLM REA COP 2010 Difference of Average Summer (Jul-Sep) Temperature (2045-2060 vs 1968-1999) Simulated by RegCM3 with ECHAM5 Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Difference of Average Summer (Jul-Sep) Temperature (2045-2060 vs 1968-1999) Simulated by RegCM3 with GFDL Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Normalized Difference of Average Summer (Jul-Sep) Temperature (2045-2060 vs 1968-1999) Simulated by RegCM3 with ECHAM5 Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Difference of Average Summer (Jul-Sep) Precipitation (2045-2060 vs 1968-1999) Simulated by RegCM3 with GENMOM Projections as Boundary Conditions (Western US)
BLM REA COP 2010 Difference of Average Summer (Jul-Sep) Precipitation (2045-2060 vs 1968-1999) Simulated by RegCM3 with GFDL Projections as Boundary Conditions (Western US)"
735,BLM REA COP 2010 LANDFIRE - Disturbance (2004),"BLM REA COP 2010 LANDFIRE - Disturbance (2005)
BLM REA COP 2010 LANDFIRE - Disturbance (2003)
BLM REA COP 2010 Wildland Fire Perimeters (2004)
BLM REA COP 2010 LANDFIRE - Disturbance (2006)
BLM REA COP 2010 LANDFIRE - Disturbance (2002)"
736,BLM REA COP 2010 LANDFIRE - RockyMountainGambelOakMixedMontaneShrubland_LandfireEVT_DIST_30m,"BLM REA COP 2010 LANDFIRE - InterMountainBasinsBigSagebrushShrubland_LandfireEVT_DIST_30m
BLM REA COP 2010 LANDFIRE - InterMountainBasinsMixedSaltDesertScrub_LandfireEVT_DIST_30m
BLM REA COP 2010 LANDFIRE - InterMountainBasinsMontaneSagebrushSteppe_LandfireEVT_DIST_30m
BLM REA COP 2010 LANDFIRE.US 100BPS InterMountainBasinsMontaneSagebrushSteppe_LandfireBpS_DIST_30m
BLM REA COP 2010 LANDFIRE.US 100BPS InterMountainBasinsBigSagebrushShrubland_LandfireBpS_DIST_30m"
