post_title,data_provider,post_excerpt,use_case,related_data_sets,rating,data_categories
Brain Thematic Baskets - Industry-specific Stock Data / Global Coverage / Algorithm-based Data Selection,Brain Company,"Brain Thematic Baskets - Industry-specific Stock Data / Global Coverage / Algorithm-based Data Selection dataset provides information regarding: Stock & Market Data,Economic Data and more.",,"Industry Email Lists | Industry-specific Email List | B2B Marketing & Growth Strategies,Brain Risk ON / Risk OFF Signals - Stock Market Risk Data / USA / Based on VIX Statistical Indicators,37AUSTEN's Future Movement Algorithm: Real-Time Directional Price Forecasting,B2B Contact Database of Decision Makers based on Industry Selection in Germany, Switzerland, Austria - Address-Base :",3,"Stock & Market Data,Economic Data"
Brain Sentiment Indicator / Stock Sentiment using NLP on financial news / 10000+ Global Stocks,Brain Company,"Brain Sentiment Indicator / Stock Sentiment using NLP on financial news / 10000+ Global Stocks dataset provides information regarding: Stock & Market Data,Economic Data,Social Media Sentiment Data and more.",,"InfoTrie FinSentS - Financial News and Sentiment Screener of 70k Global Stocks - real-time web dashbaoard,Brain Language Metrics on Company Filings - Stock Market Sentiment Data / USA / Scores for 6000+ US Stocks,SocialSentiment.io - Social media sentiment analysis of posts related to stocks - 30 days of history API,EDI Short Interest Data - market sentiment indicator with global coverage :",4,"Stock & Market Data,Economic Data,Social Media Sentiment Data"
Air Pollution Data API for Europe & USA by Breezometer,BreezoMeter,Air Pollution Data API for Europe & USA by Breezometer dataset provides information regarding: Environmental Data and more.,"Online Recommendation Engine,Product Performance Forecasting","Airbtics - Airbnb Data - Business KPI Tracker for Europe, North & South America, Oceania,Ambee: Air Quality Data API - Global Coverage, Real-Time Delivery, 1M+ Postcodes,Aviation Edge - Global Airline Routes API - Passive Airline Route Data,FinPricing Credit Spread Curve Data API - USA, Europe, Canada :",3,Environmental Data
"Market data API, global coverage, 350 pricing sources",Cbonds,"Market data API, global coverage, 350 pricing sources dataset provides information regarding: Stock & Market Data and more.",,"X-Byte | Real Estate Market data global and API's from public sources,EDI Historical End-of-Day Pricing Data with global coverage (13 years history),FACTSET Market Data (Global Coverage) - Economic Data Sourced from 800+ Databases,Televisory's Fixed Income Pricing Data- Global Coverage of 300,000+ Bonds :",4,Stock & Market Data
"Reference bond data API, global coverage, 600K issues",Cbonds,"Reference bond data API, global coverage, 600K issues dataset provides information regarding: Economic Data and more.","Portfolio Management,Supplier Risk","NCFX Spot FX Reference Rates - Live Forex Data, Global Coverage,Stamdata Bond Reference Data (""stamdata""),EDI Securities Reference File with global coverage (1.3 million securities),CUFTanalytics' Corporate Bond Issues from US SEC filings w/+10 data fields; 1Q2021 w/+300 records :",3,Economic Data
Comlinkdata: Broadband Carrier Vision - Telecom & Broadband Data for USA,Comlinkdata,"Comlinkdata: Broadband Carrier Vision - Telecom & Broadband Data for USA dataset provides information regarding: Company Data,Online/Mobile Data and more.",,"Comlinkdata: Wireless Price and Offer Tracking - Wireless Carrier Data for USA,ThinkCX | Carrier and ISPs Telecom Market Share Data TeleBreakdown for North American,start.io Cell / Carrier / Telco Database - Global Data Coverage, 1B Unique Devices,IPinfo.io Mobile IP Database | Global Coverage | IP to Carrier Linkage :",3,"Company Data,Online/Mobile Data"
Complementics Global Geo-location Event Data Stream (Updated Every 5 Mins.),Complementics,Complementics Global Geo-location Event Data Stream (Updated Every 5 Mins.) dataset provides information regarding: Location Data and more.,Targeted Marketing,"Complementics Mobile Application Usage Data,IPinfo.io IP Geolocation Database | IP to Geolocation | Daily Updates, Global,Eskimi's Location Data Stream in 100+ countries. Reach 2Bln unique device IDs,Locationscloud - Global Location, Business & Sentiment Data :",5,Location Data
Complementics Mobile Application Usage Data,Complementics,"Complementics Mobile Application Usage Data dataset provides information regarding: Demographic Data,Individual Data and more.","Mobile App Development,Targeted Marketing","Complementics Global Geo-location Event Data Stream (Updated Every 5 Mins.),Users (and usage) information of the Michelin TrackConnect Application,Lead411 Web Application & Chrome Extension,Face Anti Spoofing dataset (videos) for Computer Vision applications :",3,"Demographic Data,Individual Data"
Complementics Self-declared Demographic Data (Age & Gender - Global Data Coverage),Complementics,"Complementics Self-declared Demographic Data (Age & Gender - Global Data Coverage) dataset provides information regarding: Demographic Data,Individual Data and more.",,"Demographic Data APAC - Age & Gender (1st Party Data w/52M records),Blue Mail Media's Consumer Demographic Data - Employment Data, Age Data, Gender Data.,Complementics Global Geo-location Event Data Stream (Updated Every 5 Mins.),Footfall Data including demographics (age groups and gender) based on cellular signals :",5,"Demographic Data,Individual Data"
Complementics Deterministic Identity Data for USA (1B+ Hashed Email / MAID Linkages),Complementics,"Complementics Deterministic Identity Data for USA (1B+ Hashed Email / MAID Linkages) dataset provides information regarding: Identity Data,Consumer Lifestyle Data and more.",,"MediaWallah - Deterministic Identity Data Linkages,Throtle ID Graph - Deterministic Identity Data USA Consumers,BDEX Identity Graph for Identity ResolutionUSA900M Identity Linkages,Identity Data International | MAID to Hashed Email Daily Feed :",3,"Identity Data,Consumer Lifestyle Data"
CropProphet Daily Weather Data: Weather & Agricultural Data for USA (county-level),CropProphet,"CropProphet Daily Weather Data: Weather & Agricultural Data for USA (county-level) dataset provides information regarding: Climate and Weather Data,Agriculture Data and more.",,"CropProphet Enterprise: Agricultural Yield & Production Data for USA, Brazil & Argentina,CustomWeather 6-Month Agricultural Outlooks - Global - with Comprehensive Web Portal,Agricultural Data - Reach Decision Makers From Agricultural services Sector like Crop Production - Global Coverage - 100M+ Business Records.,Daily weather data :",5,"Climate and Weather Data,Agriculture Data"
"CropProphet Enterprise: Agricultural Yield & Production Data for USA, Brazil & Argentina",CropProphet,"CropProphet Enterprise: Agricultural Yield & Production Data for USA, Brazil & Argentina dataset provides information regarding: Climate and Weather Data, Agriculture Data and more.",,"CropProphet Daily Weather Data: Weather & Agricultural Data for USA (county-level),Agricultural Data - Reach Decision Makers From Agricultural services Sector like Crop Production - Global Coverage - 100M+ Business Records.,HSAT Agricultural Data: Sugar Mapping, Health and Harvest Predictions (covers UK, France, China, Brazil, Indonesia),Automaton AI Agriculture raw data :",3,"Climate and Weather Data, Agriculture Data"
Data Axle Business Firmographic Data,Data Axle,"Data Axle Business Firmographic Data dataset provides information regarding: B2B Data,Business Registry Data,B2B Marketing Fit Data and more.",,"Firmographic Data for all Businesses in Peru ( 2.9 M Businesses ),BusinessCore Essentials,Firmographic Data - Reach Target Businesses Hassle-Free - Thomson Data,Multimedia Lists - Business Firmographic & Ownership, Address Data USA (119 Million businesses) :",5,"B2B Data,Business Registry Data,B2B Marketing Fit Data"
The Data Axle US Consumer Database,Data Axle,"The Data Axle US Consumer Database dataset provides information regarding: Individual Data,Consumer Lifestyle Data,Identity Data and more.","Targeted Marketing,Predictive Maintenance","Mapping Resources: Consumer List Database - Individual and Household Consumer Identity Data for the USA,Consumer Healthcare Data | Consumer Healthcare Leads | Healthcare Consumer Database,US Consumers Database | B2C Contact Data,HealthWise360 Consumer Database - 246M consumers with 100's of SDOH and 50+ Health & Wellness Propensities :",3,"Individual Data,Consumer Lifestyle Data,Identity Data"
"More than 120,520 Verified Emails and Phone numbers of Dentists From USA | Dentists Data | DataCaptive",DataCaptive,"More than 120,520 Verified Emails and Phone numbers of Dentists From USA | Dentists Data | DataCaptive dataset provides information regarding: Marketing Attribution Data,B2B Data,Healthcare Data and more.",Lead Scoring,"Dentists Database | Millions of credible and verified contacts of Dentists | MedicoReach,aKQired B2B TeleVerified Contact Data for B2B Telemarketing - Verified Emails And Phone Numbers,Dentists Database in the UK -,More than 1,070,574 Verified Contacts of companies that use Amazon AWS :",3,"Marketing Attribution Data,B2B Data,Healthcare Data"
"DataForSEO Merchant dataset: Google Shopping API and Amazon API, all Google and Amazon locations, real-time or or queue-based ecommerce data",DataForSEO,"DataForSEO Merchant dataset: Google Shopping API and Amazon API, all Google and Amazon locations, real-time or or queue-based ecommerce data dataset provides information regarding: C2C E-Commerce Data,Retail & Commerce Data, Website Data and more.",,"DataForSEO SERP API for rank tracking for any location, real-time or queue-based,Photon Commerce - Amazon & eCommerce Purchase History Panel Data,X-Byte | Amazon Product Reviews Global and Ratings in Real-Time,K-meta tool provides Google SERP API: Organic, Paid, Featured snippets, Rich snippets :",4,"C2C E-Commerce Data,Retail & Commerce Data, Website Data"
"DataForSEO Labs API for keyword research and search analytics, real-time data for all Google locations and languages",DataForSEO,"DataForSEO Labs API for keyword research and search analytics, real-time data for all Google locations and languages dataset provides information regarding: SEO & Web Advertising Data, Web Data,Website Data and more.",,"DataForSEO Merchant dataset: Google Shopping API and Amazon API, all Google and Amazon locations, real-time or or queue-based ecommerce data,All-in-one SEO platform: Keyword reseacrh, Rank tracker, Website analysis, Site audit, Ads (PPC) research and Backlink analysis,SerpApi Google Search API. Scrape Google, Bing, Baidu, Yahoo, Yandex, eBay, Walmart, Youtube, and Home Depot search engines from our API.,Opt-in Intent Keyword Search Data USA :",5,"SEO & Web Advertising Data, Web Data,Website Data"
Datapo.com: India business data -- 2.4 million companies,Datapo,"Datapo.com: India business data -- 2.4 million companies dataset provides information regarding: Business Registry Data,Company Data,B2B Data and more.",,"Datapo.com: Japan business data -- 5.1 million companies,19.7 Million Companies in India ( Full Coverage),Datapo.com: Israel business data -- 0.4 million companies,Company Data - Reach Companies Globally Based on Different Filters - Verified Business Records :",3,"Business Registry Data,Company Data,B2B Data"
DataPulse WIX Worldwide Data - key revenue source data; Paying clients |Domain reg's (3) Email services.,DataPulse,"DataPulse WIX Worldwide Data - key revenue source data; Paying clients |Domain reg's (3) Email services. dataset provides information regarding: Company Data,B2B Data and more.",,"DataPulse GoDaddy Global Data - indices for revenue sources that produce 80% of total,List of 7M Personal Services companies worldwide,Span Global Services: Industry B2B Email Data - Global Email Lists, Geo-Targeted, Ethically-sourced, 70+ Intelligence Fields,EDI Investment Funds Worldwide Net Asset Value Service (NAVs) :",4,"Company Data,B2B Data"
